NAME,Site_Name,distance_to_site_miles,ZIP,STATE,CITY,CNTY
HICKSVILLE MIDDLE SCHOOL,Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,0.9390035132309875,11801,NY,HICKSVILLE,36059
ESCAMBIA JUVENILE DETENTION,Escambia Wood - Pensacola,0.9391543372355107,32501,FL,PENSACOLA,12033
Grand Ledge High School,"Parsons Chemical Works, Inc.",0.9392896209907561,48837,MI,GRAND LEDGE,26045
CLOUGH PREK CENTER,Griffiss Air Force Base,0.9398698354741604,13440,NY,ROME,36065
Molly Stark School,"Jard Company, Inc.",0.9405205371053426,5201,VT,Bennington,50003
Renton Technical College,Pacific Car & Foundry Co.,0.940999642437627,98056,WA,Renton,53033
Pioneer School,Ogden Defense Depot (DLA),0.9435809288871264,84404,UT,OGDEN,49057
JESSE J. MCCRARY JR. ELEMENTARY SCHOOL,Continental Cleaners,0.9435940591639254,33150,FL,MIAMI,12086
FRANKLYN S BARRY PRIMARY SCHOOL,Rosen Brothers Scrap Yard/Dump,0.9436445049991268,13045,NY,CORTLAND,36023
Wilbur (Kathleen H.) Elementary,Delaware City PVC Plant,0.9439290937883587,19701,DE,Bear,10003
Thurgood Marshall Academy PCS,Washington Navy Yard,0.9439911272319578,20020,DC,Washington,11001
Bryson Middle,"Para-Chem Southern, Inc.",0.9445869764019222,29681,SC,Simpsonville,45045
Boulevard Elementary School,Continental Steel Corp.,0.94459457390162,46902,IN,Kokomo,18067
Navarre Middle School,Beck's Lake,0.9446887606548697,46619,IN,South Bend,18141
Ursa Major Elementary,Fort Richardson (USARMY),0.9450949041928707,99505,AK,JBER,2020
Renton Technical High School,Pacific Car & Foundry Co.,0.9452315541435306,98056,WA,Renton,53033
Ella Baker High School (Open Doors),Pacific Car & Foundry Co.,0.9452315541435306,98056,WA,RENTON,53033
ANDERSON EL,United Creosoting Co.,0.9454949828032679,77301,TX,CONROE,48339
Charles W Morey,Silresim Chemical Corp.,0.9454989462877506,1851,MA,Lowell,25017
Elkton Middle,Dwyer Property Ground Water Plume,0.9460292114235436,21921,MD,Elkton,24015
Pinedale Elementary,Industrial Waste Processing,0.9461491311872567,93650,CA,Pinedale,6019
BIRTH TO TWO ECSE,New Brighton/Arden Hills/TCAAP (USARMY),0.946185385478569,55112,MN,NEW BRIGHTON,27123
ECSE PROGRAM,New Brighton/Arden Hills/TCAAP (USARMY),0.946185385478569,55112,MN,NEW BRIGHTON,27123
Speech Program - Sp Ed Program,New Brighton/Arden Hills/TCAAP (USARMY),0.946185385478569,55112,MN,NEW BRIGHTON,27123
Woodrow Wilson School,Wasatch Chemical Co. (Lot 6),0.9464759045830975,84115,UT,SALT LAKE CITY,49035
ALTINENCIA VALLE,"Scorpio Recycling, Inc.",0.9466937079463178,951,PR,TOA BAJA,72137
Schilling Farms Elementary School,Carrier Air Conditioning Co.,0.946701555315005,38017,TN,Collierville,47157
Timberlane Regional High School,Beede Waste Oil,0.9467780483823601,3865,NH,Plaistow,33015
Adams Elementary,Janesville Old Landfill,0.9473214541932504,53545,WI,Janesville,55105
CYBERARTS STUDIO ACADEMY,Gowanus Canal,0.9474215739132503,11215,NY,BROOKLYN,36047
PARK SLOPE COLLEGIATE,Gowanus Canal,0.9474215739132503,11215,NY,BROOKLYN,36047
MILLENNIUM BROOKLYN HIGH SCHOOL,Gowanus Canal,0.9474215739132503,11215,NY,BROOKLYN,36047
JOHN JAY SCHOOL FOR LAW,Gowanus Canal,0.9474215739132503,11215,NY,BROOKLYN,36047
Cradock Middle,"Atlantic Wood Industries, Inc.",0.947502291878959,23702,VA,Portsmouth,51740
PS 250 GEORGE H LINDSAY,Newtown Creek,0.9476304464196986,11206,NY,BROOKLYN,36047
La Merced Intermediate,"Operating Industries, Inc., Landfill",0.948115409919181,90640,CA,Montebello,6037
Early Childhood School - North,Riverside Industrial Park,0.9485063775550429,7104,NJ,Newark,34013
CITY POLYTECHNIC HIGH SCHOOL,Gowanus Canal,0.9486128324535685,11201,NY,BROOKLYN,36047
BRIDGES:  A SCHOOL FOR EXPLORATION AND EQUITY,Gowanus Canal,0.9486128324535685,11201,NY,BROOKLYN,36047
GEORGE WESTINGHOUSE CAREER AND TECHNICAL ED HIGH SCHOOL,Gowanus Canal,0.9486128324535685,11201,NY,BROOKLYN,36047
PS 145 ANDREW JACKSON,Newtown Creek,0.9488698627155092,11206,NY,BROOKLYN,36047
Franklin Elementary School,Cliff Drive Groundwater Contamination,0.949274855038048,46947,IN,Logansport,18017
Bountiful High,Five Points PCE Plume,0.9493065878642646,84010,UT,BOUNTIFUL,49011
Muhlenberg Jr HS,Former Exide Technologies Laureldale ,0.9504997091639136,19605,PA,Reading,42011
John M Schultz Educational Campus,J & L Landfill,0.9511797464098238,48307,MI,ROCHESTER HILLS,26125
Rochester Community Schools Virtual Campus,J & L Landfill,0.9511797464098238,48307,MI,ROCHESTER HLS,26125
Linden El Sch,Chem-Fab,0.9516329351079836,18901,PA,Doylestown,42017
KIPP Bridge Academy,AMCO Chemical,0.9517030265280914,94607,CA,Oakland,6001
West Hazleton El/MS,Valmont TCE,0.9527139916183728,18202,PA,West Hazleton,42079
PS 31 SAMUEL F DUPONT,Meeker Avenue Plume,0.9527756406707404,11222,NY,BROOKLYN,36047
Summit Public School: Denali,"TRW Microwave, Inc. (Building 825)",0.9531123153846917,94089,CA,Sunnyvale,6085
RED HOOK NEIGHBORHOOD SCHOOL,Gowanus Canal,0.9531902453533562,11231,NY,BROOKLYN,36047
SUMMIT ACADEMY CHARTER SCHOOL,Gowanus Canal,0.9531902453533562,11231,NY,BROOKLYN,36047
Washington Elementary,Lorentz Barrel & Drum Co.,0.9535174293900546,95110,CA,San Jose,6085
PS 753 SCHOOL FOR CAREER DEVELOPMENT,Gowanus Canal,0.9536847038331809,11238,NY,BROOKLYN,36047
CENTER STREET SCHOOL,Kentucky Avenue Well Field,0.9538198909498604,14845,NY,HORSEHEADS,36015
Adrian Wilcox High,Applied Materials,0.9538374190902655,95051,CA,Santa Clara,6085
Nicolas Junior High,Orange County North Basin,0.9543205819417899,92833,CA,Fullerton,6059
Garvey/Allen Visual & Performing Arts Academy for STEM,March Air Force Base,0.9545965386648095,92553,CA,Moreno Valley,6065
Wahlstrom Early Childhood Academy,Orange Valley Regional Ground Water Contamination,0.9546395169338252,7017,NJ,EAST ORANGE,34013
Dwight D. Eisenhower Elementary School,Global Sanitary Landfill,0.9546520720785118,8859,NJ,PARLIN,34023
Verona Elementary School,Verona Well Field,0.9546602394585622,49017,MI,BATTLE CREEK,26025
Edison School,Portland Cement (Kiln Dust 2 & 3),0.9551075721803902,84104,UT,SALT LAKE CITY,49035
Harrison High School,Diamond Alkali Co.,0.9559042931818762,7029,NJ,HARRISON,34017
Newbury Elementary School,Zschiegner Refining,0.9560910911767357,7731,NJ,HOWELL,34025
EMMOTT EL,Jones Road Ground Water Plume,0.9562035507384982,77065,TX,HOUSTON,48201
Camden Virtua,Welsbach & General Gas Mantle (Camden Radiation),0.9563534370990086,8104,NJ,CAMDEN,34007
Freedom Prep Charter School,Welsbach & General Gas Mantle (Camden Radiation),0.9563534370990086,8104,NJ,CAMDEN,34007
Glendale Middle,Portland Cement (Kiln Dust 2 & 3),0.9564406999901439,84104,UT,SALT LAKE CITY,49035
Mountain View School,Portland Cement (Kiln Dust 2 & 3),0.9564406999901439,84104,UT,SALT LAKE CITY,49035
Charlestown Middle School,BFI Sanitary Landfill (Rockingham),0.9564704776128232,3603,NH,Charlestown,33019
Gauger-Cobbs Middle School,Newark South Ground Water Plume,0.956632120439422,19713,DE,Newark,10003
Washington School,Universal Oil Products (Chemical Division),0.9571531256853018,7070,NJ,RUTHERFORD,34003
Hillsboro Jr High School,Eagle Zinc Co Div T L Diamond,0.9575637802851734,62049,IL,Hillsboro,17135
Bernal Intermediate,Fairchild Semiconductor Corp. (South San Jose Plant),0.9582581956371008,95119,CA,San Jose,6085
JACKSONVILLE HIGH SCHOOL,"Vertac, Inc.",0.9582632782943145,72076,AR,JACKSONVILLE,5119
Miami School,Chem-Dyne,0.9583078280915558,45013,OH,Hamilton,39017
SADDLE ROCK SCHOOL,Stanton Cleaners Area Ground Water Contamination,0.9583098360773732,11023,NY,GREAT NECK,36059
Folsom Cordova K-8 Community Charter,Mather Air Force Base,0.95855008956877,95655,CA,Mather,6067
CARTHAGE MIDDLE SCHOOL,Black River PCBs,0.9585740324323421,13619,NY,CARTHAGE,36045
PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,Meeker Avenue Plume,0.9585838010017105,11211,NY,BROOKLYN,36047
EAST WILLIAMSBURG SCHOLARS ACADEMY,Meeker Avenue Plume,0.9585838010017105,11211,NY,BROOKLYN,36047
HIGH SCHOOL FOR ENTERPRISE BUSINESS & TECHNOLOGY (THE),Meeker Avenue Plume,0.9585838010017105,11211,NY,BROOKLYN,36047
MS 113 RONALD EDMONDS LEARNING CENTER,Gowanus Canal,0.9587645313836491,11205,NY,BROOKLYN,36047
COMPASS CHARTER SCHOOL,Gowanus Canal,0.9587645313836491,11205,NY,BROOKLYN,36047
Ryan Elementary School,North Bronson Industrial Area,0.9587732229707522,49028,MI,BRONSON,26023
Cadillac Senior High School,Northernaire Plating,0.9590807146335226,49601,MI,CADILLAC,26165
Conrad Weiser West El Sch,Ryeland Road Arsenic,0.9593099735351016,19567,PA,Womelsdorf,42011
PAVE ACADEMY CHARTER SCHOOL,Gowanus Canal,0.9598163253913063,11231,NY,BROOKLYN,36047
Libby Middle School,Libby Asbestos,0.9599022305395175,59923,MT,Libby,30053
Libby High School,Libby Asbestos,0.9599022305395175,59923,MT,Libby,30053
Whittier School,Wasatch Chemical Co. (Lot 6),0.9599691398156842,84115,UT,SALT LAKE CITY,49035
Coolidge Elementary,San Gabriel Valley (Area 3),0.9600104406809765,91775,CA,San Gabriel,6037
Alice M Barrows,Industri-Plex,0.9604984969106455,1867,MA,Reading,25017
Maple Elementary,Orange County North Basin,0.9605085164531666,92832,CA,Fullerton,6059
Macon-Hall Elementary,National Fireworks,0.961326060823422,38016,TN,Cordova,47157
Marian A. Peterson Middle,Intersil Inc./Siemens Components,0.9619514283420989,94087,CA,Sunnyvale,6085
Excel Center - Hammond,Ninth Avenue Dump,0.962253826109705,46323,IN,Hammond,18089
Richmond Charter Elementary-Benito Juarez,United Heckathorn Co.,0.962311495797892,94804,CA,Richmond,6013
Richmond Charter Academy,United Heckathorn Co.,0.962311495797892,94804,CA,Richmond,6013
ROBERT M FINLEY MIDDLE SCHOOL,Li Tungsten Corp.,0.9626776966116588,11542,NY,GLEN COVE,36059
Sheridan School,Petoskey Municipal Well Field,0.9627143545949326,49770,MI,PETOSKEY,26047
Odenton Elementary,Fort George G. Meade,0.962734529037597,21113,MD,Odenton,24003
Chester Charter Scholars Academy CS,Metro Container Corporation,0.9627480703853611,19013,PA,Chester,42045
BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),Wolff-Alport Chemical Company,0.962942199806088,11233,NY,BROOKLYN,36047
BROOKLYN LANDMARK ELEMENTARY SCHOOL,Wolff-Alport Chemical Company,0.962942199806088,11233,NY,BROOKLYN,36047
Boulton School,Five Points PCE Plume,0.96370991736997,84010,UT,BOUNTIFUL,49011
JHS 383 PHILIPPA SCHUYLER,Wolff-Alport Chemical Company,0.9638035832839393,11237,NY,BROOKLYN,36047
ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL,Wolff-Alport Chemical Company,0.9638035832839393,11237,NY,BROOKLYN,36047
Birchwood Elementary School,Dover Municipal Well 4,0.964294965272324,7801,NJ,DOVER,34027
Cradock Technical & Career Center,Peck Iron and Metal,0.9646449387551863,23702,VA,Portsmouth,51740
Spring Creek El Sch,Centre County Kepone,0.9649782882005324,16801,PA,State College,42027
GREAT HEARTS LIVE OAK,"Eldorado Chemical Co., Inc.",0.9653226672498285,78233,TX,LIVE OAK,48029
WILLIAM DANDY MIDDLE SCHOOL,Wingate Road Municipal Incinerator Dump,0.9656547565856853,33311,FL,FORT LAUDERDALE,12011
Collierville Middle School,"Walker Machine Products, Inc.",0.9659087310812681,38017,TN,Collierville,47157
Hononegah CHD High School,Beloit Corp.,0.9663987177791078,61072,IL,Rockton,17201
Lockland Elementary School,"Pristine, Inc.",0.9666915405682263,45215,OH,Lockland,39061
Lockland Junior Senior High School,"Pristine, Inc.",0.9666915405682263,45215,OH,Lockland,39061
Lockland Middle School,"Pristine, Inc.",0.9666915405682263,45215,OH,Lockland,39061
ROSS EL,Northwest Odessa Groundwater,0.9667472490162349,79762,TX,ODESSA,48135
Central High School,Colorado Smelter,0.9671208916878027,81004,CO,PUEBLO,8101
Marcus Hook El Sch,Metro Container Corporation,0.9672000571692269,19061,PA,Marcus Hook,42045
Creekside Middle School,Woodstock Municipal Landfill,0.9675368503445936,60098,IL,Woodstock,17111
Prairiewood Elem Sch,Woodstock Municipal Landfill,0.9675368503445936,60098,IL,Woodstock,17111
Johnson,"Natick Laboratory Army Research, Development, and Engineering Center",0.9675609296289762,1760,MA,Natick,25017
Camino Grove Elementary,San Gabriel Valley (Area 1),0.9678417216991777,91007,CA,Arcadia,6037
Valley Road School,Mansfield Trail Dump,0.9678638666886653,7874,NJ,STANHOPE,34037
TRANSITION PLUS,Highway 100 and County Road 3 Groundwater Plume,0.9683484896721883,55426,MN,SAINT LOUIS PARK,27053
T-Plus Program,Highway 100 and County Road 3 Groundwater Plume,0.9683484896721883,55426,MN,SAINT LOUIS PARK,27053
NORTHSIDE CHARTER HIGH SCHOOL,Newtown Creek,0.9686621070136385,11222,NY,BROOKLYN,36047
JOHN ERICSSON MIDDLE SCHOOL 126,Newtown Creek,0.9686621070136385,11222,NY,BROOKLYN,36047
Madison Academic Magnet High School,"American Creosote Works, Inc. (Jackson Plant)",0.9692175849671278,38301,TN,Jackson,47113
John Ruhrah Elementary/Middle,Kane & Lombard Street Drums,0.9697056065143675,21224,MD,Baltimore,24510
Pinewood Elementary School,Lane Street Ground Water Contamination,0.9697089599084953,46514,IN,Elkhart,18039
AARON MOSSELL JUNIOR HIGH SCHOOL,Eighteenmile Creek,0.9705489582920218,14094,NY,LOCKPORT,36063
Nibley Park School,Wasatch Chemical Co. (Lot 6),0.970788741362845,84106,UT,SALT LAKE CITY,49035
Edith Landels Elementary,Intel Corp. (Mountain View Plant),0.9712611888125929,94041,CA,Mountain View,6085
Wilson Middle,"Natick Laboratory Army Research, Development, and Engineering Center",0.9713208832888531,1760,MA,Natick,25017
James John Elementary School,McCormick & Baxter Creosoting Co. (Portland Plant),0.9713213777416455,97203,OR,Portland,41051
East Orange Campus High School,Orange Valley Regional Ground Water Contamination,0.9716113435797377,7017,NJ,EAST ORANGE,34013
Lincoln Central Elem.,"Peterson/Puritan, Inc.",0.9725334097732077,2865,RI,Lincoln,44007
Loyd E Auman Elementary,Cape Fear Wood Preserving,0.9725463222713362,28304,NC,Fayetteville,37051
Miamisburg Online School,Mound Plant (USDOE),0.9726289768472482,45342,OH,Miamisburg,39113
Learning Community Charter School,PJP Landfill,0.9732980855436768,7304,NJ,JERSEY CITY,34017
COLUMBUS RESIDENTIAL JUVENILE FACILITY,MRI Corp (Tampa),0.9733631024528124,33619,FL,TAMPA,12057
Washington School,Billings PCE,0.9734029392112397,59102,MT,Billings,30111
Los Padrinos Juvenile Hall,Southern Avenue Industrial Area,0.9734722652548126,90242,CA,Downey,6037
HIGINIO FIGUEROA VILLEGAS,Maunabo Area Ground Water Contamination,0.9742283907046366,707,PR,MAUNABO,72095
Dover High School,Dayco Corp./L.E. Carpenter Co.,0.9745176021499504,7801,NJ,DOVER,34027
Radburn Elementary School,Fair Lawn Well Field,0.9750389898963399,7410,NJ,FAIR LAWN,34003
Post Oak School,"Motor Wheel, Inc.",0.9754075121089137,48912,MI,LANSING,26065
Hillcrest Elementary School,H.O.D. Landfill,0.9762089479824447,60002,IL,Antioch,17097
Mission Early College High,Applied Materials,0.9764140677715034,95054,CA,Santa Clara,6085
SOUTH BROWARD MONTESSORI CHARTER SCHOOL,Petroleum Products Corp.,0.9766276903277611,33009,FL,HALLANDALE BEACH,12011
Roosevelt Education Center,Waite Park Wells,0.976763430755738,56303,MN,SAINT CLOUD,27145
Cedarburg High,Amcast Industrial Corporation,0.976886915777473,53012,WI,Cedarburg,55089
Manasquan Elementary School,White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,0.9768989621128981,8736,NJ,Manasquan,34025
Edward T. Bowser Sr. School of Excellence,Orange Valley Regional Ground Water Contamination,0.9774042964750101,7017,NJ,EAST ORANGE,34013
Cedar Tree Academy PCS,Washington Navy Yard,0.9775950302110143,20020,DC,Washington,11001
PS 9,Newtown Creek,0.9781457105435377,11378,NY,MASPETH,36081
Wayne County High School,Mallory Capacitor Co.,0.9787839507990536,38485,TN,Waynesboro,47181
Washington Lands Elementary School,Hanlin-Allied-Olin,0.97916049436715,26041,WV,Moundsville,54051
Indy Steam Academy,Keystone Corridor Ground Water Contamination,0.9796243130170608,46226,IN,Indianapolis,18097
TINKER ES,Tinker Air Force Base (Soldier Creek/Building 3001),0.9802153938752893,73135,OK,Oklahoma City,40109
Lincoln Jr High School,LaSalle Electric Utilities,0.980275891899313,61301,IL,La Salle,17099
KERMIT EL,Highway 18 Ground Water,0.9804116347477987,79745,TX,KERMIT,48495
Academy Of Dover Charter School,Dover Gas Light Co.,0.9807047824140732,19904,DE,Dover,10001
Riverdahl Elem School,Southeast Rockford Ground Water Contamination,0.981422090009881,61109,IL,Rockford,17201
LAKE ACADEMY SECURE,MRI Corp (Tampa),0.981730347113771,33619,FL,TAMPA,12057
LAKE ACADEMY,MRI Corp (Tampa),0.981730347113771,33619,FL,TAMPA,12057
Valley View School,Five Points PCE Plume,0.9817865193082286,84010,UT,BOUNTIFUL,49011
Lafayette Elementary School,Pacific Sound Resources,0.981793538473116,98116,WA,SEATTLE,53033
Park Avenue Elementary,Cooper Drum Company,0.9818745184840654,90201,CA,Cudahy,6037
Bishop Elementary,"Advanced Micro Devices, Inc. (Building 915)",0.9819873850026892,94085,CA,Sunnyvale,6085
Wescove Elementary,San Gabriel Valley (Area 2),0.9820178575462792,91791,CA,West Covina,6037
Kindergarten Academy,Navy Ships Parts Control Center,0.9821307647271085,17055,PA,Mechanicsburg,42041
David C Abbott Early Learning Center,Burnt Fly Bog,0.9822981659204177,7751,NJ,MORGANVILLE,34025
St Louis High School,Gratiot County Golf Course,0.9827248234011291,48880,MI,SAINT LOUIS,26057
Garfield Public Preschool Annex,Garfield Ground Water Contamination,0.9829453444749006,7026,NJ,GARFIELD,34003
GOLIAD EL,East 67th Street Ground Water Plume,0.9829885832540206,79762,TX,ODESSA,48135
Prickly Pear Elem,East Helena Site,0.9830116161609961,59635,MT,East Helena,30049
Manoa El Sch,Havertown PCP,0.9830876850529027,19083,PA,Havertown,42045
Hillcrest Elementary,"Operating Industries, Inc., Landfill",0.9834171911072954,91755,CA,Monterey Park,6037
RALPH REED SCHOOL,"MacKenzie Chemical Works, Inc.",0.983562131803426,11722,NY,CENTRAL ISLIP,36103
Robert Fulton Elementary School,Quanta Resources,0.9837531184116038,7047,NJ,NORTH BERGEN,34017
Oakwood Avenue Community School,Orange Valley Regional Ground Water Contamination,0.9838741321471615,7050,NJ,ORANGE,34013
Franklin Towne Charter Elementary School,Franklin Slag Pile (MDC),0.9841119332899603,19137,PA,Philadelphia,42101
East Dale Elementary School,Sharon Steel Corp (Fairmont Coke Works),0.9847677626491603,26554,WV,Fairmont,54049
Peshine Avenue School,White Chemical Corp.,0.9847783708883725,7112,NJ,NEWARK,34013
Lakewood Elementary,"TRW Microwave, Inc. (Building 825)",0.9850484913258201,94089,CA,Sunnyvale,6085
Public Safety Academy,Norton Air Force Base,0.9856219036717302,92408,CA,San Bernardino,6071
Lincoln Heights Elementary School,"Pristine, Inc.",0.9857775500123397,45215,OH,Cincinnati,39061
Hope Academy,Garfield Ground Water Contamination,0.9866400204903117,7055,NJ,PASSAIC,34031
Union Gap School,FMC Corp. (Yakima),0.9868605703005191,98903,WA,Union Gap,53077
Columbia Middle,"Advanced Micro Devices, Inc.",0.9869987977232482,94085,CA,Sunnyvale,6085
The Compass School,West Kingston Town Dump/URI Disposal Area,0.9872257287437066,2881,RI,Kingston,44009
Grafton Middle,Chisman Creek,0.9873353817272525,23692,VA,Yorktown,51199
Greenwood Elementary School,Ten-Mile Drain,0.9876056081071557,48081,MI,SAINT CLAIR SHORES,26099
Ridge Street School,Riverside Industrial Park,0.9878454830187534,7104,NJ,NEWARK,34013
Glen Flora Elem School,Yeoman Creek Landfill,0.9882021189004416,60085,IL,Waukegan,17097
Charlestown Primary School,BFI Sanitary Landfill (Rockingham),0.9885071748143136,3603,NH,Charlestown,33019
Cornell HS,"Breslube-Penn, Inc",0.9887444769032904,15108,PA,Coraopolis,42003
Cornell El Sch,"Breslube-Penn, Inc",0.9887444769032904,15108,PA,Coraopolis,42003
El Dorado Middle,Pester Refinery Co.,0.9892981092779168,67042,KS,El Dorado,20015
Grandview Elementary School,Middlesex Sampling Plant (USDOE),0.9894406048721371,8854,NJ,PISCATAWAY,34023
